ICS_ID,ORG_Entity,Matched_Category
030911a4-6da1-418c-9abd-875109a804e4,interia.pl,
030911a4-6da1-418c-9abd-875109a804e4,gość.pl,
030911a4-6da1-418c-9abd-875109a804e4,natemat.pl,
030911a4-6da1-418c-9abd-875109a804e4,niedziela.pl,
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Ann Transpl,
0333ac8f-0dec-4502-b723-bb2ebd27e77f,World J,
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Ann Surg Onc,
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Ann Surg,
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Sci Rep,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,World Meteorological Organization,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,UNF,
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,zkołę,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespo,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ACCREA Bartłomiej Stanczyk,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,YouTube,
04a35915-91e4-499b-8e37-c53ce6948919,RADWAR SA.,
04a35915-91e4-499b-8e37-c53ce6948919,RONTEX,
04a6d3cb-93f0-4535-b923-4515cb01d780,YSMEL,
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie Witolda Wielkiego,
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie,
04e099a7-5c21-4129-a623-091886cc113d,Długos,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,owi,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,zor,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Badawczy,
05412fa3-afb4-4791-b227-cb8dcc762465,Film,
05412fa3-afb4-4791-b227-cb8dcc762465,Łódź Film School,
054916cc-5ec3-482c-8bde-0b61ccbac164,RICA,
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Zakładach Górniczych KGHM Polska Miedź S.A,
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KrioSystem - Polska,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,iDN,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Min. Rozwoju,
05de10ff-f49a-4ae9-a488-855f9273d25c,Nie,
05de10ff-f49a-4ae9-a488-855f9273d25c,Galilea,
05de10ff-f49a-4ae9-a488-855f9273d25c,Don Bosco,
05de10ff-f49a-4ae9-a488-855f9273d25c,Brac,
05de10ff-f49a-4ae9-a488-855f9273d25c,Słowa Bożego,
05de10ff-f49a-4ae9-a488-855f9273d25c,ekai.,
05de10ff-f49a-4ae9-a488-855f9273d25c,Pastores,
05de10ff-f49a-4ae9-a488-855f9273d25c,Now,
060ee746-fc27-4dac-84dd-0e4205a18009,Forbes Women,
06e27eda-694f-4b93-9365-a6edcc7eac1d,Mate,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Gospodarki Mieszkaniowej TBS,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Miejski,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Funda,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,dla Rozwoju,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Nikosia,
07057f07-89f3-442c-9c1a-c0b8758b516e,Inżynierii produkcji,
074dbb57-9820-44b5-9c41-79ce7080f05e,Zakład Gospodarki Komunalnej,
07574562-5d88-4aa3-8db3-705f01b8d3fb,pienza,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Seidel-Przywecki,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,AQUA PARTNER s.c,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Oczyszczalni Ścieków WARTA SA.,
089d3760-fa2c-454d-8026-fac1384aa98f,sensdx,
08a3e25a-22a0-479e-9705-97baed9dbf3f,Zespołów Roboczych KE,
08b381a0-b432-46b4-81fb-c87e3cc65850,cra,
08b381a0-b432-46b4-81fb-c87e3cc65850,amovo,
08b381a0-b432-46b4-81fb-c87e3cc65850,pelcra.pl,
08f0dcc0-8c8b-4969-b498-6b10709a5f72,nto.pl,
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,Elsevier Ltd,
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,EPA-Environmental Protection Agency,
093fe66e-5a4f-4e3a-b8bc-0b422fe35747,ChZZ,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,Park,
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,tok,
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,wymiaru sprawiedliwości,
0a88ad9c-4b17-4772-871a-bb16c557f127,Chor,
0a88ad9c-4b17-4772-871a-bb16c557f127,Pie,
0a88ad9c-4b17-4772-871a-bb16c557f127,gierskiego,
0a88ad9c-4b17-4772-871a-bb16c557f127,wiatu Somogy,
0a9988d4-5f02-4953-af8d-ebc54032aef7,stytucie Psychologii UKSW,
0a9988d4-5f02-4953-af8d-ebc54032aef7,Personality and Individual Differences,
0ab0b8b1-b211-42d2-94a1-2551a3188935,PI PIB,
0ac9e6a6-7808-4a79-9735-7b0545276c4a,SiGW,
0ace3dfd-4c81-4e06-80ae-de7b61744c39,Środowisko,
0acec45c-0350-4176-a88d-5990900d8d3e,„Bel Canto,
0ade2835-230b-4879-8e64-56c8adbc0f50,Pielęgniarek i Położnych,
0ade2835-230b-4879-8e64-56c8adbc0f50,Biulety,
0ade2835-230b-4879-8e64-56c8adbc0f50,Lekar,
0b3740ce-6d69-4dd7-9602-03de82701a57,DIS,
0b98bc5f-95ca-4d89-a734-52b71652bd7f,„Echo Katolickie,
0b9c852a-2f7d-40fa-b16e-417cc6e39958,"Beijing EDE Co, Ltd.",
0b9c852a-2f7d-40fa-b16e-417cc6e39958,GIG Katowice,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,Koordynację jednego,
0bcb718c-bb27-4918-9e7c-3065d068951e,jum EU SST,
0bd25e4e-95cd-4980-b399-1c5777150ae4,lozo,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,EEE,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,siemens,
0bec481a-5281-4e15-8078-78eb94746eb2,opengranary.com,
0bec481a-5281-4e15-8078-78eb94746eb2,MIT,
0c0809ca-b435-4e0d-9ba4-83c87f739df5,Jedno,
0c357f8c-b268-458d-8571-32c1ec9ed2d1,Covid,
0c54b7a8-5f21-4368-a864-645dfc444ea7,gran,
0c54b7a8-5f21-4368-a864-645dfc444ea7,sza,
0c54b7a8-5f21-4368-a864-645dfc444ea7,Funk,
0cc60539-3ca0-46e8-912c-53eaea70ea02,ürz,
0cc60539-3ca0-46e8-912c-53eaea70ea02,nanoplus,
0cc60539-3ca0-46e8-912c-53eaea70ea02,iCspec,
0ce13c68-fe79-4cd5-8171-14bd21e082b9,Harmonia Universalis,
0ceb76c6-79a7-404b-bdcd-8c712d0cb473,Kancelarii,
0d03410b-e7a6-4935-a51b-7b6017cd1e00,szech,
0d78ff8f-4c47-4edd-b281-3bbb47557851,Praw,
0d78ff8f-4c47-4edd-b281-3bbb47557851,Kanoni,
0daff08f-8b7c-4cd2-ac7a-94ec6cd7982d,Dobrysłownik.pl,
0e3160d2-6cac-4289-9b23-56aa29b4a788,Główne,
0e3160d2-6cac-4289-9b23-56aa29b4a788,Poli,
0e3160d2-6cac-4289-9b23-56aa29b4a788,Centralnego Pododdziału Kontrterrorystycznego „BOA,
0e759be4-eb76-4edf-99af-ef97bc0688be,stwo Gospodarki Morskiej i Żeglugi Śródlądowej,
0f1b6221-7fa6-42be-9b6f-0dbeafa020f2,BARR,
0f2a835b-f917-4ccc-a725-6b8e5f830489,Party Politics,
0f2a835b-f917-4ccc-a725-6b8e5f830489,PI twitter,
0f2a835b-f917-4ccc-a725-6b8e5f830489,YouTube,
0f39e9eb-e742-4906-9688-ddfcf50514a7,VEST,
0f6f87a3-45e0-4ba5-91b7-9c7382575886,Fabryka Makaronu Sp. z o. o.,
0f6f87a3-45e0-4ba5-91b7-9c7382575886,POL-FOODS Sp. z o. o.,
0f6f87a3-45e0-4ba5-91b7-9c7382575886,Fabryka Makaronu w,
0fa1166b-eb3c-4f9a-ae42-ce5f3d39dc89,Klastra Klucz,
0fd0e80f-47e6-4f1c-b23e-ebfb788a1a9c,ULTRAGEN,
0ff436cb-6624-4c69-a2e5-a870612941fc,Deklar,
10867b4d-05b2-480a-ba4a-249037290946,Prof,
10867b4d-05b2-480a-ba4a-249037290946,Jesteśmy,
10c05390-ab35-40be-824a-7d6c5d20a2a9,LBG) Kostrzyca,
10c05390-ab35-40be-824a-7d6c5d20a2a9,a Kriogenicznego Przechowywania,
10d33af4-f099-49fa-997b-ec92c552785d,Y.Kobayashi JP,
10d33af4-f099-49fa-997b-ec92c552785d,W.Weiss US,
10d33af4-f099-49fa-997b-ec92c552785d,J.M.Guillen ES,
10d33af4-f099-49fa-997b-ec92c552785d,M.B.Wood,
10d33af4-f099-49fa-997b-ec92c552785d,K.Vasiliunas,
10d33af4-f099-49fa-997b-ec92c552785d,A.Candiani AR,
10d33af4-f099-49fa-997b-ec92c552785d,R.Papista BA,
10d33af4-f099-49fa-997b-ec92c552785d,M.Oliver,
1109d499-0c17-44a0-90a7-e193975c0665,biur,
1109d499-0c17-44a0-90a7-e193975c0665,IGi,
110a4882-5d30-4901-8754-c18aefc2e845,CZT,
110bf1f8-b6d4-4174-bc02-f4a34d2d7ea8,Strategic Advisor Board,
111929dd-ed02-4972-9d3f-e4da62207982,Biura Technik Rakietowych,
1153d7e7-1245-41a9-b9e7-3c38253ce159,Sie,
11890b7d-599e-4c12-9496-c47fa3e4ad31,u Głównego PKN Orlen,
11921cc2-e280-46d5-96d2-c35c8cb12ed2,Kon,
11921cc2-e280-46d5-96d2-c35c8cb12ed2,sorcjum ITE-PIB,
119261fc-2b2f-4a53-9329-8548c86e603d,półki,
119261fc-2b2f-4a53-9329-8548c86e603d,PREVAC,
11af6545-6e32-401b-bf86-6a9c5b2f604c,Budżetu,
11af6545-6e32-401b-bf86-6a9c5b2f604c,Kujawsko-Pomor,
124df4e2-cd70-4854-b40e-6315c8b82e62,Pachura,
12a0a6a6-eaa7-41b0-9ad3-757b2b83d270,Giełdzie Papierów Wartościowych,
130fb863-2d13-470c-bbfc-e6b9b7de8579,Polskie Tow. Astronomiczne,
130fb863-2d13-470c-bbfc-e6b9b7de8579,Centrum Popularyzacji Kosmosu „Planetarium -Toruń,
130fb863-2d13-470c-bbfc-e6b9b7de8579,I LO im. M. Kopernika,
13418065-d08f-43c7-bfee-19ae1b581eaa,jskie Ugrupowanie Współpracy terytorialnej TRITIA,
13418065-d08f-43c7-bfee-19ae1b581eaa,Partner,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,Grup,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,Koksowni Przyjaź,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,Elektrowni Be,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,Koksowni „Przyjaźń”,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,PGE Elektro,
13f8bfdc-47cb-4bf7-a291-42f0e1a64ab0,BAT,
14116e79-3a7b-40a6-8174-72ca549b962e,The Frederic Chopin Foundation in Taipei,
14144ab6-1273-4a08-add5-0a40061a2ece,UWr.,
148b0039-5059-4cf6-b5e7-2f604ec0c470,Operator,
148b0039-5059-4cf6-b5e7-2f604ec0c470,Sieci Przesyłowej,
149071c8-b179-4b9d-925c-f496fcf94a55,Wsparcia Biznesu,
14fd690e-f77c-43ce-b112-4bd79fdd54bb,Portal,
15385291-2453-41aa-b6e9-127acf84ca42,Min. Finansów,
153c5e51-6fc8-4a9a-87b6-602af62ca567,MARIA,
153c5e51-6fc8-4a9a-87b6-602af62ca567,SOP,
155b1a9a-978c-4453-811d-5f954b45db8e,ełda Papierów Wartościowych w Warszawie,
156b1971-b660-4a5a-9a06-dd25804d1db4,Pro,
156b1971-b660-4a5a-9a06-dd25804d1db4,kuraturze,
158f989c-accb-4681-96f1-1f89d68a9395,Digital Core Design,
15a790e9-1b48-44e9-960b-cc6d0862a980,glu,
15a790e9-1b48-44e9-960b-cc6d0862a980,dowej,
160fd577-fc07-4eda-afba-f95d478cd69d,stytucie Informatyki UPH,
160fd577-fc07-4eda-afba-f95d478cd69d,math,
161645c8-784b-413c-b6bc-6215b20a25a2,Platform,
161645c8-784b-413c-b6bc-6215b20a25a2,pzlow,
167a760a-2b06-4046-b627-e8fbf670e768,S3D,
167a760a-2b06-4046-b627-e8fbf670e768,Uniwers,
16b30a7c-87fe-4a1f-9909-608701b9d7e2,Opery,
16d47d5e-cf4c-4057-ba18-165647430ef3,Archeologia Żywa,
1722c314-bdb5-4b70-ab28-971da356891a,Dr.Schneider Polska,
172ac364-ac61-406d-a0e1-fcdade9bf33e,dzict,
17be57f3-3f51-486e-a149-4480d6a80484,Sojusznicze Dowództwo ds. Transformacji,
18120af7-0dc3-4217-8f5a-7046b5d49b16,Mie,
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,BWA Rzesz,
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,SzymbART,
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Galleria r_z,
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Biuro Wystaw Artystycnych,
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Por,
18beea96-9411-4410-8808-9891f2759782,Google Analitics,
18bf299f-8088-474c-ae00-e37b36e782a6,Dziennik Bałtycki,
18d2a915-e65f-4a02-82b1-84d838717868,Wspólnicy,
18f5f46d-9d49-4627-bfdc-36cfa0d17d58,Pro,
18f5f46d-9d49-4627-bfdc-36cfa0d17d58,c. Soc. Behav. Sci.,
18f5f46d-9d49-4627-bfdc-36cfa0d17d58,ichf,
18f5f46d-9d49-4627-bfdc-36cfa0d17d58,edu,
18f5f46d-9d49-4627-bfdc-36cfa0d17d58,ScienceDaily,
1985f947-24a8-4cf4-b986-2c25ffcc1cb9,BMC Nursing,
19c5ba9c-5ba2-4d89-a457-41a79ddfe7ce,ERGO Plus Polska,
19c5ba9c-5ba2-4d89-a457-41a79ddfe7ce,Budownictwa,
19f5b24a-fb97-46bf-8ded-6a4569dd79d5,SIWZ,
19f5b24a-fb97-46bf-8ded-6a4569dd79d5,IBS,
19f71e9a-2243-4714-97d4-c7f5b0b28dfe,Warszawski,
19f71e9a-2243-4714-97d4-c7f5b0b28dfe,enex&co,
1a1b1732-4006-493f-96ee-999c3bb5a10c,ds. Reformy Nadzoru Właścicielskiego,
1a1b1732-4006-493f-96ee-999c3bb5a10c,Handlowego,
1a3146bd-083c-40e9-92ce-ccfa46464e76,YouTube,
1a35317d-30ea-4ef7-b68c-c073d5b8151f,EMC,
1a55d679-7153-43d5-a3ec-7a821abc098f,„Solidarności,
1a5a3b0a-7693-4e24-8df2-493172ea9841,Dziedzictwa Kulinarnego,
1a5a3b0a-7693-4e24-8df2-493172ea9841,Piekarnia Delicja,
1a8649fd-52e2-40e1-b395-fe26a20455b2,Zmodyfikowanych Mikroorganizmów,
1a8b9be6-376b-4e91-b39a-ee3f7a22c81a,Gambero Rosso,
1a8b9be6-376b-4e91-b39a-ee3f7a22c81a,Epoka,
1a8b9be6-376b-4e91-b39a-ee3f7a22c81a,Comp,
1a8b9be6-376b-4e91-b39a-ee3f7a22c81a,fercul,
1a8b9be6-376b-4e91-b39a-ee3f7a22c81a,Instytucie Kulinarnym,
1adcf12b-1c55-4ea3-941f-03b4cc93d14d,PLASTBUD,
1adcf12b-1c55-4ea3-941f-03b4cc93d14d,UNIBUD/,
1ae882bd-afc5-4f14-8a51-cb7578b01e5e,PHU SZARŁAT,
1ae882bd-afc5-4f14-8a51-cb7578b01e5e,MNiSW/,
1af29db2-880f-45ec-a3b1-8887f3b30863,OROUN,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,Laboratori,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,ów Celnych,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,LEN,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,Farmace,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,tycznego,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,Sanitar,
1b550b2c-f8b2-43d1-a063-316e0cd6f64b,Biuro ds. Przeciwdziałania Narkomanii,
1b9722c2-e1d5-47f1-97b9-01a6411be16e,YouTube,
1bb58762-fcca-4d52-ad9c-435b65191511,Zeszuta/Arida,
1bb58762-fcca-4d52-ad9c-435b65191511,Jedno,
1bb58762-fcca-4d52-ad9c-435b65191511,Rejonowe,
1bb58762-fcca-4d52-ad9c-435b65191511,Apelacyjne,
1bee6182-ded9-437c-83fc-ef8546fa41af,erum,
1bee6182-ded9-437c-83fc-ef8546fa41af,Engineering Transactions,
1bf3bcaa-7935-491b-93e0-8b680b4a02ff,Echo,
1bf3bcaa-7935-491b-93e0-8b680b4a02ff,The Sixteen,
1c3376f9-77de-4ca8-9675-45b7dc0be215,tekach Zdrovita,
1c3376f9-77de-4ca8-9675-45b7dc0be215,Reg,
1c3376f9-77de-4ca8-9675-45b7dc0be215,ulatory Attorney & Consultant,
1c3376f9-77de-4ca8-9675-45b7dc0be215,RAPS,
1c4edffa-97a1-4cee-bf6c-9ea04a083687,Byd,
1c4edffa-97a1-4cee-bf6c-9ea04a083687,goskiego Węzła Wodnego,
1c4edffa-97a1-4cee-bf6c-9ea04a083687,Nadzoru Wodnego,
1c4f0409-1257-448e-90f8-d4817d82cd72,PLK,
1c74136f-e0aa-47d6-b74d-baa19685f2b2,undacja Rodacy,
1c74136f-e0aa-47d6-b74d-baa19685f2b2,Monitor Polski,
1c74136f-e0aa-47d6-b74d-baa19685f2b2,Honorowy Komitet Budowy,
1c74136f-e0aa-47d6-b74d-baa19685f2b2,nika,
1c7ba642-7e05-4b5e-9f51-da6be1fe354a,Grafik,
1c7ba642-7e05-4b5e-9f51-da6be1fe354a,NInA,
1c7ba642-7e05-4b5e-9f51-da6be1fe354a,Warszawa Centrum Targ,
1c861993-d47b-4d70-a755-cfae0f1cc291,Kancelaria Radców Prawnych T. Ogłódek & M. Czarnecka,
1ce719ae-3531-4fc6-b9e3-2e557588ef41,POLCOM Przemysław,
1ce719ae-3531-4fc6-b9e3-2e557588ef41,POLCOM Przemysław Kimla,
1d9304d9-0ae5-48f0-b322-e24aa1b2af96,u Ochrony konkurencji i konsumentów,
1dd73750-c1d2-4b55-9824-2d473d6a78d7,Solar Energy Materials and Solar Cells,
1de06f31-9a0c-4d89-a55f-5b9edf27f2a9,Canal+,
1de0d3ec-94eb-436e-865a-9b69667c6321,wroc,
1dfdcc7b-e21f-4bab-8042-0b97727ff112,iak,
1e83b4d9-af17-40da-abf1-2ea0689eae2c,. Finansów,
1eb051e5-8934-4e37-9961-5b4167c3f0c7,edu,
1f46db0e-6c89-4f64-ab6c-de44ce7ace38,Ochrony Środowiska,
1f4b38d6-0565-4364-bd05-aaf8c1564e0f,elicko-augsburskiego,
1f8a0dfb-9b1f-412d-90db-9c67102a37ec,Business Area Climate and Environment,
1f8f9936-8731-452d-aad2-2e5d125ae1c6,NiSW,
1fb7da52-c342-44fd-8143-4e70a302d4e0,Chór i,
1fb7da52-c342-44fd-8143-4e70a302d4e0,Zespół instrumentalny,
1fd2e9ec-700c-4655-97f7-e61198abd1ae,Aspergera,
1fea1e0f-3e92-4642-9975-f4dadb437243,a Maz,
1ff69c74-7a37-4a6f-8800-61d8ed18c8a5,Facebook Contra Gentiles,
1ff69c74-7a37-4a6f-8800-61d8ed18c8a5,Przewodnik Katolicki,
1ff69c74-7a37-4a6f-8800-61d8ed18c8a5,oli,
1ffee5b6-5c50-4302-bbd2-f27fddc397ad,Zielonego Ładu,
206fe578-03d2-42b9-a6ac-7cf87fd8d1da,EROSOL SERVICE Sp. Zo.o.,
208769f4-112f-4d43-ad6c-bbb549bf427f,rodków Doradztwa Rolniczego,
208769f4-112f-4d43-ad6c-bbb549bf427f,owego Ośrodka Wsparcia Rolnictwa,
20ce39ca-9ffd-4df5-86da-bd6bab3cf654,stem Literatur,
20ce39ca-9ffd-4df5-86da-bd6bab3cf654,Tygodnika Powszechnego,
214e83ac-9537-47e7-bc6b-28e7815d1802,acja „Centrum Cyfrowe,
215617a2-d018-4a26-a858-e4e9f0f046ab,Central,
21d40250-7747-4699-874f-b49035e5a347,Prowincji,
21e651c4-7182-411d-8b45-c3a5cd1d56a0,gov.,
21e651c4-7182-411d-8b45-c3a5cd1d56a0,Biura Delegata KEP,
21e651c4-7182-411d-8b45-c3a5cd1d56a0,s. Ochrony Dzieci i Młodzie,
21e651c4-7182-411d-8b45-c3a5cd1d56a0,AlJazeera,
222005e9-edc2-4e94-8dc2-29856ac12771,Deloitte Doradztwo Podatkowe Dąbrowski i Wspólnicy sp.k.,
22dd1b82-5a8e-4f77-8c97-f6d36794993d,DW 2,
23aac8bb-d867-444b-853d-1a8ada8e272f,RECYK,
247d9aa9-b42b-4c64-b01f-90af37b2b156,pin,
247d9aa9-b42b-4c64-b01f-90af37b2b156,der,
2482de4f-0e32-4ed1-bc6e-854ddddd326e,Górniczych KGHM,
24cd715b-7be3-42dd-846f-837873d708ab,Dyrektora Ochrony Środowiska,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,Central laboratory,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,Irland,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,Science and Advice for Scottish Agriculture,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,All-Russian Plant Quarantine Center,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,Central Laboratory for Plant Quarantine,
24cf9b66-64cb-4fc1-bd30-2b72901a9b01,ology,
24e45204-5199-43b6-82f4-aaef3d84b913,Hoper,
24e45204-5199-43b6-82f4-aaef3d84b913,Hope,
25123f17-fa96-4665-8c48-5050b8c3c9e2,jamir,
25428506-36f9-4b5d-96e5-40d9979b0007,Sołectwo Maćkowice,
25428506-36f9-4b5d-96e5-40d9979b0007,Sołectwo,
2568ff81-3818-4803-8daa-37f99198eb7e,Kanady,
25a6c7c2-8d96-41f4-adde-7387659adbce,Polski,
25a6c7c2-8d96-41f4-adde-7387659adbce,Studie,
25a6c7c2-8d96-41f4-adde-7387659adbce,Krakow,
25b75ce7-e16c-44e9-b375-5fb507a60193,IBnŚ,
25ff4e2e-270c-4832-9ba8-393a06fb296e,Technisch - Mathematische Studiengesellschaft GmbH,
2602b833-7c95-4ef6-a072-4aa0ae8afc24,Polskie Drobiarstwo,
266c7810-1a31-46e7-acea-ac960c13d03c,Departamentu Programów Rozwoju Obszarów Wiejskich,
266c7810-1a31-46e7-acea-ac960c13d03c,Lub,
266c7810-1a31-46e7-acea-ac960c13d03c,rol,
266c7810-1a31-46e7-acea-ac960c13d03c,Gospodarstwie Rolnym Małgorzata Nowacka-Drosik,
26aa3dbd-2843-4aa9-905f-998d50c5d769,Zespo,
26aa3dbd-2843-4aa9-905f-998d50c5d769,łu zadaniowego ds. uzależnień,
26aa3dbd-2843-4aa9-905f-998d50c5d769,ania,
277cef50-c488-474c-9939-df5aec369773,ppr.pl,
277cef50-c488-474c-9939-df5aec369773,ipar.,
277cef50-c488-474c-9939-df5aec369773,Visit Mrąg,
278bb9a8-3873-4baf-9920-a7b23064fb3e,Ośrodek Przetwarzania Informacji,
27912039-171f-42fb-96e0-bacfe5e31324,Okręg,
27912039-171f-42fb-96e0-bacfe5e31324,Stacji Chemiczno-Rolniczych,
27912039-171f-42fb-96e0-bacfe5e31324,Sta,
27912039-171f-42fb-96e0-bacfe5e31324,Chemiczno-Rolnicze,
279f79f3-61cf-451c-9815-aa7185aafcd4,Zespół Nijmegen,
279f79f3-61cf-451c-9815-aa7185aafcd4,społem Nijmegen,
281e8ecc-9d96-419a-8311-a6f6e57a8985,YouTube,
28578eba-7893-404a-92ce-fc80b57f15f7,Dyrektor,
2857edcc-e9fc-4f48-8edd-68aa20819ab8,Usług Leśnych,
285bd523-2e33-44ed-b969-36070d89f9eb,ELCONT Sp. J,
288ad0b9-62a0-41d1-b5e6-69a604c08996,RTD,
288ad0b9-62a0-41d1-b5e6-69a604c08996,energetyczne,
28fcc7ce-37a7-4070-81c9-5743e4db30fd,Cortria Co.,
290c3160-9f01-4a45-8acd-11756ab2a234,Sakralne Dziedzictwo Małopolski,
290c3160-9f01-4a45-8acd-11756ab2a234,Google Analitics,
293791df-26db-46f0-a9c3-9808eab49a97,WWR,
293791df-26db-46f0-a9c3-9808eab49a97,Central,
293791df-26db-46f0-a9c3-9808eab49a97,Zespół PRWWR,
29527b3e-786c-4d9f-8445-412e6d42d9cf,ZAK,
298e8844-7308-440a-aac4-698c0863d3be,i Humanistyczno-Ekonomicznej,
298e8844-7308-440a-aac4-698c0863d3be,lice,
298e8844-7308-440a-aac4-698c0863d3be,Da Vinci,
29f85dc9-1c74-4c74-bb30-ae339c409024,Robert Lorenc Pojazdy Specjalne,
29f85dc9-1c74-4c74-bb30-ae339c409024,Newag S.A,
2a290d6d-8701-4eba-82b8-069c8bf36ff0,uksw,
2a290d6d-8701-4eba-82b8-069c8bf36ff0,stytucie POLONIKA,
2a460781-b25e-4b4b-9f89-d6ab012ea39b,pital Uniwersytecki,
2a460781-b25e-4b4b-9f89-d6ab012ea39b,Ann Cardiol Angeiol,
