ICS_ID,ORG_Entity
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Centralne Laboratorium Ochrony Radi
05348605-ac86-4f33-b7c2-c2a1c32217de,Europejskiej
05412fa3-afb4-4791-b227-cb8dcc762465,Film
05412fa3-afb4-4791-b227-cb8dcc762465,Łódź Film School
05412fa3-afb4-4791-b227-cb8dcc762465,.
05412fa3-afb4-4791-b227-cb8dcc762465,łódzkiej Szkoły Filmowej
054916cc-5ec3-482c-8bde-0b61ccbac164,RICA
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Zakładach Górniczych KGHM Polska Miedź S.A
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Międzynarodowej grupy badawcze
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KrioSystem - Polska
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,iDN
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Radzie Progr.
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Kraj. Izba Producentów Audiowiz.
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Radzie Naukowej Międzynar. Game Industry Conference
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Min. Rozwoju
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Min. Edukacji
05de10ff-f49a-4ae9-a488-855f9273d25c,Rinnovamento nello Spirito Santo
05de10ff-f49a-4ae9-a488-855f9273d25c,Nie
05de10ff-f49a-4ae9-a488-855f9273d25c,Galilea
05de10ff-f49a-4ae9-a488-855f9273d25c,Don Bosco
05de10ff-f49a-4ae9-a488-855f9273d25c,Brac
05de10ff-f49a-4ae9-a488-855f9273d25c,Słowa Bożego
05de10ff-f49a-4ae9-a488-855f9273d25c,Ży
05de10ff-f49a-4ae9-a488-855f9273d25c,ekai.
05de10ff-f49a-4ae9-a488-855f9273d25c,Pastores
05de10ff-f49a-4ae9-a488-855f9273d25c,Now
05de10ff-f49a-4ae9-a488-855f9273d25c,G
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Lokalna Grupa Działania „Gościnna Wielkopolska
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,Głównemu Inspektoratowi Ochrony Środowiska
060ee746-fc27-4dac-84dd-0e4205a18009,Forbes Women
06797c1d-c9ea-4ff5-80a9-7916ed32107f,CN
06797c1d-c9ea-4ff5-80a9-7916ed32107f,N
06dd3147-2192-4790-b498-0cada5683ef4,J
06dd3147-2192-4790-b498-0cada5683ef4,CR
06e27eda-694f-4b93-9365-a6edcc7eac1d,Mate
06e27eda-694f-4b93-9365-a6edcc7eac1d,tyka w Szkole
06e4cdef-1817-478a-b300-50c4c3e00b45,Szpitalem Specjalistycznym
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Gospodarki Mieszkaniowej TBS
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,ch
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,sp. z o.o.
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Miejski
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,m Ośrodkiem Pomocy Społecznej
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Funda
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,dla Rozwoju
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,J
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Minister
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,st
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,wu Edukacji i Kultury
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Education & Information Technology Centre
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Nikosia
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Starostwo Powiatowe w Przysus
07057f07-89f3-442c-9c1a-c0b8758b516e,Wy
07057f07-89f3-442c-9c1a-c0b8758b516e,dziale Zarządzania i Modelowania Komputerowego
07057f07-89f3-442c-9c1a-c0b8758b516e,Inżynierii produkcji
074dbb57-9820-44b5-9c41-79ce7080f05e,Zakład Gospodarki Komunalnej
07574562-5d88-4aa3-8db3-705f01b8d3fb,Sa
07574562-5d88-4aa3-8db3-705f01b8d3fb,pienza
07574562-5d88-4aa3-8db3-705f01b8d3fb,Akademia Teatralna w
07574562-5d88-4aa3-8db3-705f01b8d3fb,Teatrze The Globe
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Seidel-Przywecki
079cb2c5-85e8-48b6-a823-bb99e1ca925c,AQUA PARTNER s.c
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Oczyszczalni Ścieków WARTA SA.
08276264-cec6-411f-858e-e362c3b7a901,Pary Prezydenckiej RP
08276264-cec6-411f-858e-e362c3b7a901,Muzeum Narodowego w
084e1ea3-81f9-4bf1-a35c-b995856a6292,OptiNav sp. z o.o
089d3760-fa2c-454d-8026-fac1384aa98f,dx
089d3760-fa2c-454d-8026-fac1384aa98f,sensdx
089d3760-fa2c-454d-8026-fac1384aa98f,eu
08a3e25a-22a0-479e-9705-97baed9dbf3f,Zespołów Roboczych KE
08a3e25a-22a0-479e-9705-97baed9dbf3f,Pa
08a3e25a-22a0-479e-9705-97baed9dbf3f,ń
08a3e25a-22a0-479e-9705-97baed9dbf3f,stwowa Inspekcja Sanitarna
08b381a0-b432-46b4-81fb-c87e3cc65850,cra
08b381a0-b432-46b4-81fb-c87e3cc65850,pl
08b381a0-b432-46b4-81fb-c87e3cc65850,D
08b381a0-b432-46b4-81fb-c87e3cc65850,amovo
08b381a0-b432-46b4-81fb-c87e3cc65850,pelcra.pl
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Bi
08f0dcc0-8c8b-4969-b498-6b10709a5f72,ur Informacji Turystycznych
08f0dcc0-8c8b-4969-b498-6b10709a5f72,nto.pl
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Informacji Turystycznej
08f0dcc0-8c8b-4969-b498-6b10709a5f72,ur Informacji Turystycznej
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Vienne-Condrieu Tourisme
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Ar
08f0dcc0-8c8b-4969-b498-6b10709a5f72,dèche-Hermitage Tourisme
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Rhône Crussol Tourisme
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,Elsevier Ltd
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,EPA-Environmental Protection Agency
091baf86-8da2-491c-9c8b-53e13bbb79e8,wydawnictwa
093fe66e-5a4f-4e3a-b8bc-0b422fe35747,ChZZ
09b36581-5700-42df-92e6-95dd46f5174f,In
09b36581-5700-42df-92e6-95dd46f5174f,tu
09de88a8-93ed-42dc-9050-37eb12bae060,Indiana University
09de88a8-93ed-42dc-9050-37eb12bae060,Europejskiego Centrum Muz
09e47b4f-37eb-4513-b2c1-1c18254dd50f,Park
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,tok
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,wymiaru sprawiedliwości
0a4a6cec-05d2-4de0-8168-fa0a4b423528,Rzecz o innowacjach
0a88ad9c-4b17-4772-871a-bb16c557f127,u Nauk Prawnych UR
0a88ad9c-4b17-4772-871a-bb16c557f127,Chor
0a88ad9c-4b17-4772-871a-bb16c557f127,wa
0a88ad9c-4b17-4772-871a-bb16c557f127,"cka Agencja ds. MŚP, Innowacji i Inwestycji"
0a88ad9c-4b17-4772-871a-bb16c557f127,Uniwersytet w Tury
0a88ad9c-4b17-4772-871a-bb16c557f127,Pie
0a88ad9c-4b17-4772-871a-bb16c557f127,Zarząd
0a88ad9c-4b17-4772-871a-bb16c557f127,gierskiego
0a88ad9c-4b17-4772-871a-bb16c557f127,wiatu Somogy
0a9988d4-5f02-4953-af8d-ebc54032aef7,In
0a9988d4-5f02-4953-af8d-ebc54032aef7,stytucie Psychologii UKSW
0a9988d4-5f02-4953-af8d-ebc54032aef7,Journal of Research in Personality
0a9988d4-5f02-4953-af8d-ebc54032aef7,Journal of Personality
0a9988d4-5f02-4953-af8d-ebc54032aef7,Personality and Individual Differences
0a9988d4-5f02-4953-af8d-ebc54032aef7,European Journal of Personality
0ab0b8b1-b211-42d2-94a1-2551a3188935,PI PIB
0ab0b8b1-b211-42d2-94a1-2551a3188935,Forum Akademickie
0ab0b8b1-b211-42d2-94a1-2551a3188935,Niezbędnik Akademicki
0ac9e6a6-7808-4a79-9735-7b0545276c4a,SiGW
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,Wydziału Oświaty
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,Starostwa Powiatowego
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,DW
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,Resort obrony narodowej
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,I Liceum Ogólnokształcącym im. Adama Mickiewicza
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,I Liceum Ogólnokształcącego
0ace3dfd-4c81-4e06-80ae-de7b61744c39,Środowisko
0acec45c-0350-4176-a88d-5990900d8d3e,Powiat Olsztyński
0acec45c-0350-4176-a88d-5990900d8d3e,„Bel Canto
0ad33767-74d3-41b7-b444-b70aace98925,Rondo Sztuki
0ad33767-74d3-41b7-b444-b70aace98925,Ronda Sztuki
0ad33767-74d3-41b7-b444-b70aace98925,Rondzie Sztuki
0ade2835-230b-4879-8e64-56c8adbc0f50,Bi
0ade2835-230b-4879-8e64-56c8adbc0f50,Pielęgniarek i Położnych
0ade2835-230b-4879-8e64-56c8adbc0f50,Olsztyński Ośrodek Onkologiczny „Kopernik”
0ade2835-230b-4879-8e64-56c8adbc0f50,Biulety
0ade2835-230b-4879-8e64-56c8adbc0f50,Lekar
0ae703d5-d193-440b-ace6-abf35433b4a8,Województwa Zachodniopomorskiego
0b207b34-cab4-4f35-bf01-d4b8c5bbf8c2,Uniwersytetu-Warmińsko-Mazurskiego
0b3740ce-6d69-4dd7-9602-03de82701a57,D
0b3740ce-6d69-4dd7-9602-03de82701a57,ÓD
0b3740ce-6d69-4dd7-9602-03de82701a57,Austriackiej Platformy ds. Oceny Polityki Badań
0b3740ce-6d69-4dd7-9602-03de82701a57,Technologii
0b3740ce-6d69-4dd7-9602-03de82701a57,DIS
0b3d2456-c985-4a2b-9839-f7820c100c23,In
0b3d2456-c985-4a2b-9839-f7820c100c23,tu
0b98bc5f-95ca-4d89-a734-52b71652bd7f,„Echo Katolickie
0b9c852a-2f7d-40fa-b16e-417cc6e39958,"Beijing EDE Co, Ltd."
0b9c852a-2f7d-40fa-b16e-417cc6e39958,GIG Katowice
0bb64487-2dc2-4bfb-a922-24b8a43bac80,Koordynację jednego
0bcb718c-bb27-4918-9e7c-3065d068951e,aris
0bcb718c-bb27-4918-9e7c-3065d068951e,jum EU SST
0bcb718c-bb27-4918-9e7c-3065d068951e,is
0bcb718c-bb27-4918-9e7c-3065d068951e,„Solaris
0bd25e4e-95cd-4980-b399-1c5777150ae4,lozo
0bd25e4e-95cd-4980-b399-1c5777150ae4,!”
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,EEE
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,siemens
0bdffa9a-10dd-4fd5-be9d-7ba74b41390d,"Polish Journal of Aviation Medicine, Bioengineering and Psychology"
0bdffa9a-10dd-4fd5-be9d-7ba74b41390d,Minister
0bdffa9a-10dd-4fd5-be9d-7ba74b41390d,stwa Edukacji i Nauki
0bec481a-5281-4e15-8078-78eb94746eb2,opengranary.com
0bec481a-5281-4e15-8078-78eb94746eb2,MIT
0c0809ca-b435-4e0d-9ba4-83c87f739df5,Jedno
0c0809ca-b435-4e0d-9ba4-83c87f739df5,ce
0c357f8c-b268-458d-8571-32c1ec9ed2d1,Covid
0c384fe9-4788-4178-8808-79c4579434d1,Radia Pomorza i Kujaw
0c384fe9-4788-4178-8808-79c4579434d1,Wydawnictwem Wulkan Dominika
0c54b7a8-5f21-4368-a864-645dfc444ea7,Urzędem Statystycznym
0c54b7a8-5f21-4368-a864-645dfc444ea7,gran
0c54b7a8-5f21-4368-a864-645dfc444ea7,sza
0c54b7a8-5f21-4368-a864-645dfc444ea7,Funk
0c54b7a8-5f21-4368-a864-645dfc444ea7,TO
0c578111-5e7c-495a-b0b2-efac0b580353,Na
0c578111-5e7c-495a-b0b2-efac0b580353,elnego Sądu Administracyjnego
0c578111-5e7c-495a-b0b2-efac0b580353,Wojewódzkiego Sądu Administracyjnego
0cc60539-3ca0-46e8-912c-53eaea70ea02,ürz
0cc60539-3ca0-46e8-912c-53eaea70ea02,nanoplus Nanosystems and Technologies GmbH
0cc60539-3ca0-46e8-912c-53eaea70ea02,nanoplus
0cc60539-3ca0-46e8-912c-53eaea70ea02,iCspec
0ce13c68-fe79-4cd5-8171-14bd21e082b9,Harmonia Universalis
0ce35879-4a6d-4456-98e8-9fbc2b953be1,Narodowe Muzeum „Akademii Ostrogskiej
0ce35879-4a6d-4456-98e8-9fbc2b953be1,Uniwersytetu „Akademia Ostrogska
0ce35879-4a6d-4456-98e8-9fbc2b953be1,Narodowego Uniwersytetu Akademii Ostrog
0ceb76c6-79a7-404b-bdcd-8c712d0cb473,Kancelarii
0d03410b-e7a6-4935-a51b-7b6017cd1e00,W
0d03410b-e7a6-4935-a51b-7b6017cd1e00,szech
0d03410b-e7a6-4935-a51b-7b6017cd1e00,nicą Polską Szkołą Wyższą
0d0b5020-6613-4daf-ae37-d1d52e1567ba,Centrum Medycznego Szpitala Dziecięcego
0d6f7091-1975-47d8-a42d-3a79a108c0ae,Z
0d78ff8f-4c47-4edd-b281-3bbb47557851,Praw
0d78ff8f-4c47-4edd-b281-3bbb47557851,Kanoni
0d78ff8f-4c47-4edd-b281-3bbb47557851,K
0d78ff8f-4c47-4edd-b281-3bbb47557851,ościelny Inspektor Ochrony Danych
0daff08f-8b7c-4cd2-ac7a-94ec6cd7982d,Dobrysłownik.pl
0dbd214b-8973-4854-b9ed-55a67aea4a08,Krajowego Oś
0e3160d2-6cac-4289-9b23-56aa29b4a788,Główne
0e3160d2-6cac-4289-9b23-56aa29b4a788,Poli
0e3160d2-6cac-4289-9b23-56aa29b4a788,Centralnego Pododdziału Kontrterrorystycznego „BOA
0e759be4-eb76-4edf-99af-ef97bc0688be,Minister
0e759be4-eb76-4edf-99af-ef97bc0688be,stwo Gospodarki Morskiej i Żeglugi Śródlądowej
0e759be4-eb76-4edf-99af-ef97bc0688be,Urząd Morski w
0f1b6221-7fa6-42be-9b6f-0dbeafa020f2,I Liceum Ogólnokształcące
0f1b6221-7fa6-42be-9b6f-0dbeafa020f2,BARR
0f1b6221-7fa6-42be-9b6f-0dbeafa020f2,r
0f2a835b-f917-4ccc-a725-6b8e5f830489,Party Politics
0f2a835b-f917-4ccc-a725-6b8e5f830489,PI twitter
0f2a835b-f917-4ccc-a725-6b8e5f830489,YouTube
0f2a835b-f917-4ccc-a725-6b8e5f830489,PI
0f39e9eb-e742-4906-9688-ddfcf50514a7,VEST
0f6f87a3-45e0-4ba5-91b7-9c7382575886,Fabryka Makaronu Sp. z o. o.
0f6f87a3-45e0-4ba5-91b7-9c7382575886,POL-FOODS Sp. z o. o.
0f6f87a3-45e0-4ba5-91b7-9c7382575886,Fabryka Makaronu w
0f6f87a3-45e0-4ba5-91b7-9c7382575886,nie Sp. z o.o.
0fa1166b-eb3c-4f9a-ae42-ce5f3d39dc89,Kraj
0fa1166b-eb3c-4f9a-ae42-ce5f3d39dc89,Klastra Klucz
0fa1166b-eb3c-4f9a-ae42-ce5f3d39dc89,KP
0fad32ca-a83d-469e-9c0a-06887627cf8c,AMC Tech sp.
0fad32ca-a83d-469e-9c0a-06887627cf8c,Nokia Solutions and Networks sp.
0fd0e80f-47e6-4f1c-b23e-ebfb788a1a9c,ULTRAGEN
0ff436cb-6624-4c69-a2e5-a870612941fc,Deklar
0ff436cb-6624-4c69-a2e5-a870612941fc,bezpieczeństwa
105bbd3c-fb2d-4b34-b148-296e62d9ea7c,Fundacja Rozwoju Edukacji i Nauki POMERANIA
1064e358-c194-4f5e-8c5b-13fc04d99fa6,In
1064e358-c194-4f5e-8c5b-13fc04d99fa6,stytucie Nauk Chemicznych Uniwersytetu Przyrodniczo-Humanistycznego
1064f16e-82e9-481d-adfa-dc1398ff109e,Komisji Standaryzacji Nazw Geograficznych
10829b87-c993-4dbc-8e3d-8883e47a7795,In
10829b87-c993-4dbc-8e3d-8883e47a7795,stytucie Filozofii UwB
10867b4d-05b2-480a-ba4a-249037290946,Urzęd
10867b4d-05b2-480a-ba4a-249037290946,em Miasta
10867b4d-05b2-480a-ba4a-249037290946,Prof
10867b4d-05b2-480a-ba4a-249037290946,Jesteśmy
10c05390-ab35-40be-824a-7d6c5d20a2a9,LBG) Kostrzyca
10c05390-ab35-40be-824a-7d6c5d20a2a9,a Kriogenicznego Przechowywania
10d33af4-f099-49fa-997b-ec92c552785d,International Summer Courses - Printmaking and Textile Art
10d33af4-f099-49fa-997b-ec92c552785d,Y.Kobayashi JP
10d33af4-f099-49fa-997b-ec92c552785d,W.Weiss US
10d33af4-f099-49fa-997b-ec92c552785d,J.M.Guillen ES
10d33af4-f099-49fa-997b-ec92c552785d,M.B.Wood
10d33af4-f099-49fa-997b-ec92c552785d,K.Vasiliunas
10d33af4-f099-49fa-997b-ec92c552785d,LT
10d33af4-f099-49fa-997b-ec92c552785d,A.Candiani AR
10d33af4-f099-49fa-997b-ec92c552785d,R.Papista BA
10d33af4-f099-49fa-997b-ec92c552785d,M.Oliver
10d33af4-f099-49fa-997b-ec92c552785d,CA
1100aeb9-d0d1-4158-b4fa-1c4fe611f28c,Nadbałtyckie Centrum Kultury
1109d499-0c17-44a0-90a7-e193975c0665,biur
1109d499-0c17-44a0-90a7-e193975c0665,Forum Regionalnych Organizacji Turystycznych
1109d499-0c17-44a0-90a7-e193975c0665,IGi
110a4882-5d30-4901-8754-c18aefc2e845,CZT
110bf1f8-b6d4-4174-bc02-f4a34d2d7ea8,Strategic Advisor Board
110bf1f8-b6d4-4174-bc02-f4a34d2d7ea8,Technology Flag
111929dd-ed02-4972-9d3f-e4da62207982,Polski Holding Obronny
111929dd-ed02-4972-9d3f-e4da62207982,Biura Technik Rakietowych
1153d7e7-1245-41a9-b9e7-3c38253ce159,Sie
1153d7e7-1245-41a9-b9e7-3c38253ce159,dleckie Towarzystwo Naukowe
11890b7d-599e-4c12-9496-c47fa3e4ad31,u Głównego PKN Orlen
11890b7d-599e-4c12-9496-c47fa3e4ad31,Ze
11921cc2-e280-46d5-96d2-c35c8cb12ed2,Kon
11921cc2-e280-46d5-96d2-c35c8cb12ed2,sorcjum ITE-PIB
119261fc-2b2f-4a53-9329-8548c86e603d,D
119261fc-2b2f-4a53-9329-8548c86e603d,z
119261fc-2b2f-4a53-9329-8548c86e603d,U
119261fc-2b2f-4a53-9329-8548c86e603d,półki
119261fc-2b2f-4a53-9329-8548c86e603d,PREVAC
11af6545-6e32-401b-bf86-6a9c5b2f604c,Budżetu
11af6545-6e32-401b-bf86-6a9c5b2f604c,Kujawsko-Pomor
11af6545-6e32-401b-bf86-6a9c5b2f604c,Dyrektor Departamentu Zdrowia
124df4e2-cd70-4854-b40e-6315c8b82e62,Pachura
