ICS_ID,ORG_Entity,Annotated_Category
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Centralnej Ewidencji Emisyjności Budynków,
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Polski Alarm Smogowy,
03433790-6ee4-49e2-8574-2fdf191c4866,BPS,
03433790-6ee4-49e2-8574-2fdf191c4866,BPPO,
03433790-6ee4-49e2-8574-2fdf191c4866,BPS,
03433790-6ee4-49e2-8574-2fdf191c4866,Polskiego PEN CLUBU,
03433790-6ee4-49e2-8574-2fdf191c4866,BPS,
03433790-6ee4-49e2-8574-2fdf191c4866,BPPO,
03433790-6ee4-49e2-8574-2fdf191c4866,PEN CLUBIE,
03433790-6ee4-49e2-8574-2fdf191c4866,NBR,
03433790-6ee4-49e2-8574-2fdf191c4866,Electric Summer Scholl,
0371053d-7d6a-4a58-ac83-0327f07a7d7f,„Polska”,
0371053d-7d6a-4a58-ac83-0327f07a7d7f,SMP2a,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Svalbardu,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Climate Change,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,UNFCCC,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Gądka,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Norwegian Environment Agency,
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,CSP UŚ,
03bbc369-6d46-4c83-9039-80c70124582f,Głównym Konserwatorem Przyrody,
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,JPJO,
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,JPJO,
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,MBK,
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,MBK,
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,PO Polska Wschodnia,
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Przedsiębiorcza Polska Wschodnia,
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Ochrony Wód i Gospodarki Odpadami,
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM”,
041ae256-acbc-40f6-a067-cecfa8dd68f4,TÜV Rheinland,
041ae256-acbc-40f6-a067-cecfa8dd68f4,Centrum Badawczo-Rozwojowe,
042d49da-c94a-45fa-a76e-34f1b5133e53,Projekt Funkcjonalno-Użytkowy,
042d49da-c94a-45fa-a76e-34f1b5133e53,NtS,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EXXOMOVE,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespołu PWr,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Flash Robotics,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EMYS,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Edinburgh,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Alyx,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EMYS,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ParCEIRO,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,SoCoRo,
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Universidade de Lisboa,
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”,
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”,
04a05619-37c5-4317-a315-83e358a0ad77,WCT,
04a05619-37c5-4317-a315-83e358a0ad77,Nexus AG,
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,Nexus AG,
04a05619-37c5-4317-a315-83e358a0ad77,Nexus Polska,
04a05619-37c5-4317-a315-83e358a0ad77,HL7 Polska,
04a05619-37c5-4317-a315-83e358a0ad77,Nexus,
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”,
04a35915-91e4-499b-8e37-c53ce6948919,RADWAR SA,
04a35915-91e4-499b-8e37-c53ce6948919,PZA Loara,
04a35915-91e4-499b-8e37-c53ce6948919,ZDPSR Soła,
04a35915-91e4-499b-8e37-c53ce6948919,PET-PCL,
04a35915-91e4-499b-8e37-c53ce6948919,Member at Large,
04a6d3cb-93f0-4535-b923-4515cb01d780,SYSMEL,
04a6d3cb-93f0-4535-b923-4515cb01d780,WoS,
04a6d3cb-93f0-4535-b923-4515cb01d780,SCOPUS,
04a6d3cb-93f0-4535-b923-4515cb01d780,GlobeCore,
04a6d3cb-93f0-4535-b923-4515cb01d780,FLSmidth,
04a6d3cb-93f0-4535-b923-4515cb01d780,Selfrag,
04a6d3cb-93f0-4535-b923-4515cb01d780,TUBAF Freiberg,
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie Witolda Wielkiego w Kownie,
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Hradec Kralowe,
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Nikozji,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Radonowe Stanowisko Wzorcowe,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Radonowe Stanowisko Wzorcowe,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Generalnego Dyrektora Ochrony Środowiska,
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Stowarzyszeniu Nowoczesne Budynki,
05348605-ac86-4f33-b7c2-c2a1c32217de,Amiga Info Point,
05348605-ac86-4f33-b7c2-c2a1c32217de,Monachium,
05412fa3-afb4-4791-b227-cb8dcc762465,Short Films,
05412fa3-afb4-4791-b227-cb8dcc762465,Reusing,
05412fa3-afb4-4791-b227-cb8dcc762465,Warszawa FINA,
05412fa3-afb4-4791-b227-cb8dcc762465,Filmpolski.pl,
054916cc-5ec3-482c-8bde-0b61ccbac164,APS-,
054916cc-5ec3-482c-8bde-0b61ccbac164,POWR,
054916cc-5ec3-482c-8bde-0b61ccbac164,Psychologii Klinicznej,
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KOSM,
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KrioSystem,
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Scientific American,
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Cryotherapy Global Market Trajectory&Analytics,
059593c3-b070-4dd9-9194-77689798c21d,Polskiej Normy,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Zesp. Sterującym Programu MKiDN,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Rebel.pl,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Funreal,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,BelGameDev,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,GAMEHIGHED,
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,BiR,
05de10ff-f49a-4ae9-a488-855f9273d25c,Bractwo Słowa Bożego,
05de10ff-f49a-4ae9-a488-855f9273d25c,PWT,
05f8fd27-d54b-4106-bba7-767c54eda508,Jeronimo Martins,
05f8fd27-d54b-4106-bba7-767c54eda508,GFK Polonia 2019,
05f8fd27-d54b-4106-bba7-767c54eda508,GFK Polonia,
05f8fd27-d54b-4106-bba7-767c54eda508,Żywiec,
05f8fd27-d54b-4106-bba7-767c54eda508,Carlsberg,
05fb8709-b7e6-4284-b643-b13a2bfe05ee,ODRów,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,MMOR,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,PMŚ,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,HIR,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,RDW,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,PMŚ,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,HIR,
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,HIR,
060ee746-fc27-4dac-84dd-0e4205a18009,FOB,
060ee746-fc27-4dac-84dd-0e4205a18009,Redesigning Equality and Scientific Excellence Together,
060ee746-fc27-4dac-84dd-0e4205a18009,NGOs,
06823a0d-1aeb-4ff4-80e7-8bb8279a457b,EPA,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,NewG Lab Pharma,
0682a8e8-ae3c-4105-9770-f866ab865c64,NGLP,
0682a8e8-ae3c-4105-9770-f866ab865c64,NGLP,
0682a8e8-ae3c-4105-9770-f866ab865c64,KoDiscovery,
0682a8e8-ae3c-4105-9770-f866ab865c64,WNB UWr,
0682a8e8-ae3c-4105-9770-f866ab865c64,Centrum Inteligentnego Rozwoju,
0682a8e8-ae3c-4105-9770-f866ab865c64,NGLP,
0682a8e8-ae3c-4105-9770-f866ab865c64,WNB UWr,
06dd3147-2192-4790-b498-0cada5683ef4,Strusia Kraina- MOBAX,
06e4cdef-1817-478a-b300-50c4c3e00b45,OLO Woskowice Małe,
06e4cdef-1817-478a-b300-50c4c3e00b45,WOTUiW,
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,ZGM TBS,
0702403b-2bd4-4c6f-a86c-b382a88100e4,Khairagarh,
07057f07-89f3-442c-9c1a-c0b8758b516e,SMEInst,
070e9284-90bb-47b9-9fea-513e9310654a,Centrum im. Hugona Steinhausa,
074dbb57-9820-44b5-9c41-79ce7080f05e,Zakład Gospodarki Komunalnej w Zielonej Górze,
074dbb57-9820-44b5-9c41-79ce7080f05e,UM Zielona Góra,
07574562-5d88-4aa3-8db3-705f01b8d3fb,Polski Szekspir UW,
076e4e60-d5cd-469b-8aca-2f56ae6c6563,Ars musica,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,NO-DIG Poland,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,AQUA PARTNER s.c.,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Oczyszczalni Ścieków WARTA SA,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,AARSLEFF,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Nowoczesne Budownictwo Inżynieryjne,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,NBI,
079cb2c5-85e8-48b6-a823-bb99e1ca925c,NBI,
08112f06-12f6-4bc1-92df-00f29b4fadde,MKS COVID-,
08112f06-12f6-4bc1-92df-00f29b4fadde,MKS COVID-,
08112f06-12f6-4bc1-92df-00f29b4fadde,MKS COVID-,
08276264-cec6-411f-858e-e362c3b7a901,Oddziału Zbiorów Specjalnych,
08276264-cec6-411f-858e-e362c3b7a901,Instytucie Dizajnu w Kielcach,
08276264-cec6-411f-858e-e362c3b7a901,Foxy,
08276264-cec6-411f-858e-e362c3b7a901,Indigenous,
0866c7d5-4c77-4b26-bfa7-d240ff5d9c93,CAPD,
0866c7d5-4c77-4b26-bfa7-d240ff5d9c93,CAPD,
08b381a0-b432-46b4-81fb-c87e3cc65850,Damovo,
08b381a0-b432-46b4-81fb-c87e3cc65850,Damovo,
08b381a0-b432-46b4-81fb-c87e3cc65850,WSJP.pl,
08b381a0-b432-46b4-81fb-c87e3cc65850,MoncoPL,
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Crand Cru,
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Crozes-Hermitage,
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Hermitage,
08f0dcc0-8c8b-4969-b498-6b10709a5f72,Crozes-Hermitage,
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,EPA,
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,Environmental Protection Agency,
08ffeb27-7093-4dcd-8e09-e1cea1e11c20,WCh UŁ,
0901bd1d-cc0a-4614-92ad-68eab1930df1,Platforma,
0901bd1d-cc0a-4614-92ad-68eab1930df1,Platforma,
09033d01-fbcb-438d-b345-e09f3f61eaea,CGE,
09033d01-fbcb-438d-b345-e09f3f61eaea,PROW,
09033d01-fbcb-438d-b345-e09f3f61eaea,PROW,
09033d01-fbcb-438d-b345-e09f3f61eaea,SAPEA,
09033d01-fbcb-438d-b345-e09f3f61eaea,SAPEA,
09033d01-fbcb-438d-b345-e09f3f61eaea,SAPEA,
09033d01-fbcb-438d-b345-e09f3f61eaea,World Food Program ONZ,
09033d01-fbcb-438d-b345-e09f3f61eaea,IRWiR,
091baf86-8da2-491c-9c8b-53e13bbb79e8,Cleofide,
091baf86-8da2-491c-9c8b-53e13bbb79e8,Cleofide,
09b36581-5700-42df-92e6-95dd46f5174f,Ventus,
09cdfbb2-85d3-404b-81fd-c27f1f22b571,Republiki Tadżykistanu,
09cdfbb2-85d3-404b-81fd-c27f1f22b571,UNIFIT.PL,
09cdfbb2-85d3-404b-81fd-c27f1f22b571,Globalnej Sieci LeanHE,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Thelwall,
09d7bce1-cd6b-4450-9e27-c81f03369f32,NewsMapper,
09d7bce1-cd6b-4450-9e27-c81f03369f32,STA,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Platforma,
09d7bce1-cd6b-4450-9e27-c81f03369f32,STA,
09d7bce1-cd6b-4450-9e27-c81f03369f32,NewsMapper,
09d7bce1-cd6b-4450-9e27-c81f03369f32,STA,
09d7bce1-cd6b-4450-9e27-c81f03369f32,HINA,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Slovenske Novice,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Svet Kapitala,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Delo,
09d7bce1-cd6b-4450-9e27-c81f03369f32,Državni,
09de88a8-93ed-42dc-9050-37eb12bae060,Republiki Federalnej Niemiec,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,IPCN Świeradów,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,Ogólnopolskim Młodzieżowym Seminarium Astronomicznym,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,OKZŚ,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,OKZŚ,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,OKZŚ,
09e47b4f-37eb-4513-b2c1-1c18254dd50f,OKZŚ,
09fd423e-b510-46fa-adf8-673cf36560f0,IEŚ,
09fd423e-b510-46fa-adf8-673cf36560f0,RODM Lublin,
0a1e3480-cbe5-43c5-b635-e419981e0ddb,AQUARD,
0a1e3480-cbe5-43c5-b635-e419981e0ddb,AQUARD,
0a1e3480-cbe5-43c5-b635-e419981e0ddb,TECHNICON,
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,LGBT,
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,LGBT,
0a4018bd-5d24-459f-b5f2-512e7e9e1c3d,KEiAK,
0a4a6cec-05d2-4de0-8168-fa0a4b423528,Technomex,
0a88ad9c-4b17-4772-871a-bb16c557f127,Region Piemont,
0a9988d4-5f02-4953-af8d-ebc54032aef7,KMMO,
0a9988d4-5f02-4953-af8d-ebc54032aef7,Instytucie Psychologii,
0a9988d4-5f02-4953-af8d-ebc54032aef7,ICF,
0a9988d4-5f02-4953-af8d-ebc54032aef7,Zespołu Ekspertów ds. ICF,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ab0b8b1-b211-42d2-94a1-2551a3188935,JSA,
0ac9e6a6-7808-4a79-9735-7b0545276c4a,WFOSiGW,
0ac9e6a6-7808-4a79-9735-7b0545276c4a,Telewizji Kraków,
0acaeeae-4f1c-411b-ac33-8f752b6bfd86,Intel,
0ace3dfd-4c81-4e06-80ae-de7b61744c39,„Środowisko”,
0acec45c-0350-4176-a88d-5990900d8d3e,Oratorium Znalezienie Świętego Krzyża,
0acec45c-0350-4176-a88d-5990900d8d3e,chór im. prof. W. Wawrzyczka UWM,
0acec45c-0350-4176-a88d-5990900d8d3e,„Bel Canto”,
0acec45c-0350-4176-a88d-5990900d8d3e,Ars Cantandi,
0acec45c-0350-4176-a88d-5990900d8d3e,Musica in Via,
0acec45c-0350-4176-a88d-5990900d8d3e,Ars Vocale,
0acec45c-0350-4176-a88d-5990900d8d3e,Gimnazjum im. J. I. Kraszewskiego w Wilnie,
0ad33767-74d3-41b7-b444-b70aace98925,Ronda,
0ad33767-74d3-41b7-b444-b70aace98925,Ars Cameralis,
0ad33767-74d3-41b7-b444-b70aace98925,Tauron Nowa Muzyka,
0ad33767-74d3-41b7-b444-b70aace98925,ARS Cameralis,
0ad33767-74d3-41b7-b444-b70aace98925,Tauron Nowa Muzyka,
0ad33767-74d3-41b7-b444-b70aace98925,Tauron Nowa Muzyka,
0ad33767-74d3-41b7-b444-b70aace98925,Tauron Nowa Muzyka,
0ade2835-230b-4879-8e64-56c8adbc0f50,UTCI,
0b207b34-cab4-4f35-bf01-d4b8c5bbf8c2,GLUnis,
0b207b34-cab4-4f35-bf01-d4b8c5bbf8c2,Roosters,
0b3740ce-6d69-4dd7-9602-03de82701a57,Dziedzinie Ścigania CEPOL,
0b3740ce-6d69-4dd7-9602-03de82701a57,Centrum Doskonalenia Współpracy Cywilno-Wojskowej CCOE,
0b3740ce-6d69-4dd7-9602-03de82701a57,Jedynka,
0b3740ce-6d69-4dd7-9602-03de82701a57,Trójka,
0b3d2456-c985-4a2b-9839-f7820c100c23,KKP,
0b3d2456-c985-4a2b-9839-f7820c100c23,MIRRI,
0b3d2456-c985-4a2b-9839-f7820c100c23,MIRRI,
0b3d2456-c985-4a2b-9839-f7820c100c23,SK Nowe Jankowice,
0b3d2456-c985-4a2b-9839-f7820c100c23,SK Janów Podlaski,
0b3d2456-c985-4a2b-9839-f7820c100c23,SK Pawłowice,
0b9c852a-2f7d-40fa-b16e-417cc6e39958,SOS,
0b9c852a-2f7d-40fa-b16e-417cc6e39958,GRSS,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,IoT,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,IoT,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,BCC,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,AIUT,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,MeetBit,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,iitis.pl,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,EQSEM,
0bb64487-2dc2-4bfb-a922-24b8a43bac80,MASCOSTS,
0bcb718c-bb27-4918-9e7c-3065d068951e,OmniSky,
0bcb718c-bb27-4918-9e7c-3065d068951e,SST,
0bcb718c-bb27-4918-9e7c-3065d068951e,OmniSky,
0bcb718c-bb27-4918-9e7c-3065d068951e,OmniSkyNET,
0bcb718c-bb27-4918-9e7c-3065d068951e,PFN,
0bcb718c-bb27-4918-9e7c-3065d068951e,OmniSky,
0bcb718c-bb27-4918-9e7c-3065d068951e,OmniSkyNET,
0bcb718c-bb27-4918-9e7c-3065d068951e,OpticalFence,
0bcb718c-bb27-4918-9e7c-3065d068951e,EON,
0bcb718c-bb27-4918-9e7c-3065d068951e,Cillium Engineering,
0bd25e4e-95cd-4980-b399-1c5777150ae4,VII LO im. J. Słowackiego,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,Tessent TestKompress–,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,EDT,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,EDT,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,Eastman Kodak,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,Hitachi,
0bd61b6d-8375-41cf-8ce8-fb7742df21fe,Tessent TestKompress,
0bd94983-7d25-4825-9795-b89450bf6b1b,ASz-62IR,
0bd94983-7d25-4825-9795-b89450bf6b1b,WSK PZL Kalisz,
0bd94983-7d25-4825-9795-b89450bf6b1b,Czaki Thermoo-Product,
0bdffa9a-10dd-4fd5-be9d-7ba74b41390d,Platformy Edukacyjnej,
0bdffa9a-10dd-4fd5-be9d-7ba74b41390d,Platformie,
