ICS_ID,ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
0188586e-eb3c-4959-aade-cf1a5602786f,KK Electronic,ka_tan electronic,True,ka_tan electronic,Company / Business
0188586e-eb3c-4959-aade-cf1a5602786f,Petrochemii Płock,petrochemia płock,False,petrochemia płock,Company / Business
01fb40a7-674a-44a7-8e0d-06324491ff6c,Ośrodka Rozwoju Edukacji,ośrodek rozwój edukacja,False,ośrodek rozwój edukacja,Education (non-university)
01fb40a7-674a-44a7-8e0d-06324491ff6c,Szkoły Promującej Zdrowie,szkoła promować zdrowie,False,szkoła promować zdrowie,Health / Hospitals / Medical
01fb40a7-674a-44a7-8e0d-06324491ff6c,MEiN,mein,False,mein,Government / Public Administration
01fb40a7-674a-44a7-8e0d-06324491ff6c,SzPZ,sapzo,False,sapzo,Education (non-university)
01fb40a7-674a-44a7-8e0d-06324491ff6c,ORE,oło,False,oło,Education (non-university)
021216ce-bda7-4662-8399-c777c57d2779,Muzeum Historii Żydów Polskich POLIN,muzeum historia żyd polski polin,False,muzeum historia żyd polski polin,Cultural Institution / Arts
021216ce-bda7-4662-8399-c777c57d2779,Wirtualny Sztetl,wirtualny sztetl,False,wirtualny sztetl,Cultural Institution / Arts
02296ce6-c6f7-48cf-9179-68a865c9db2d,RCIN,rcink_iptoptopadowa,True,rcink_iptoptopadowa,Government / Public Administration
02296ce6-c6f7-48cf-9179-68a865c9db2d,IBL,i_tyk_a,True,i_tyk_a,Other / Unclear
027d00df-6df1-45b3-b656-b3dce6d2ff51,Ministerstwa Finansów,ministerstwo finanse,False,ministerstwo finanse,Government / Public Administration
027d00df-6df1-45b3-b656-b3dce6d2ff51,Zakładu Ubezpieczeń Społecznych,zakład ubezpieczenie społeczny,False,zakład ubezpieczenie społeczny,Government / Public Administration
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Komisja Europejska,komisja europejski,False,komisja europejski,Government / Public Administration
02b3f0f1-1f26-416a-bf34-b23da0637c74,Instytucie Socjologii UG,instytut socjologia ug,False,instytut socjologia ug,Other / Unclear
02b3f0f1-1f26-416a-bf34-b23da0637c74,Gdańskim Wydawnictwem Psychologicznym,gdański wydawnictwo psychologiczny,False,gdański wydawnictwo psychologiczny,Media / Publishing
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Kancelarii Prezydenta RP,kancelaria prezydent roktóry,False,kancelaria prezydent rp,Government / Public Administration
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Polskiego Radia,polski radio,False,polski radio,Media / Publishing
02c005d3-2291-4cea-bfd5-f5cf9e555d98,TVN24,tvn24,False,tvn24,Media / Publishing
02c005d3-2291-4cea-bfd5-f5cf9e555d98,tvn24.pl,tvn24.pl,True,tvn24.pl,Media / Publishing
02ccc353-72f3-4e48-b9a1-a7688835d32b,Ministerstwa Edukacji Narodowej,ministerstwo edukacja narodowy,False,ministerstwo edukacja narodowy,Government / Public Administration
02ccc353-72f3-4e48-b9a1-a7688835d32b,MNiSW,mno,False,mno,Government / Public Administration
02ccc353-72f3-4e48-b9a1-a7688835d32b,SPE,sek,False,sek,Other / Unclear
02ccc353-72f3-4e48-b9a1-a7688835d32b,MEN,meder_a,True,meder_a,Government / Public Administration
02f2ca13-8d0f-4377-ab06-37c37f048f15,Koła Badaczy Kultury,koło badacz kultura,False,koło badacz kultura,Cultural Institution / Arts
030911a4-6da1-418c-9abd-875109a804e4,Svichado,svichado,False,svichado,Media / Publishing
030911a4-6da1-418c-9abd-875109a804e4,MEN,meder_a,True,meder_a,Government / Public Administration
030911a4-6da1-418c-9abd-875109a804e4,Polskie Radio Dzieciom,polski radio dziecko,False,polski radio dziecko,Media / Publishing
030911a4-6da1-418c-9abd-875109a804e4,Polsat News,polsat news,False,polsat news,Media / Publishing
030911a4-6da1-418c-9abd-875109a804e4,Polskie Radio Białystok,polski radio białystok,False,polski radio białystok,Media / Publishing
030911a4-6da1-418c-9abd-875109a804e4,TVN,to_sznai,True,to_sznai,Media / Publishing
031c7df7-f84a-4322-bccf-eb23191e5d13,Registan Ensemble,registan ensemble,False,registan ensemble,International Organization / EU
031c7df7-f84a-4322-bccf-eb23191e5d13,State Museum of History of Uzbekistan,state museum of history of uzbekistan,False,state museum of history of uzbekistan,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,Shahi Zinda Necropolis,sha zinda necropolis,False,sha zinda necropolis,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,ITiT,itit,False,itit,Other / Unclear
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,CDiS SZ,cdis sz,False,cdis sz,Military / Defense / Security
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Sztabu Generalnego Wojska Polskiego,sztab generalny wojsko polski,False,sztab generalny wojsko polski,Military / Defense / Security
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Sił Zbrojnych RP,siła zbrojny roktóry,False,siła zbrojny rp,Government / Public Administration
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Centrum Doktryn i Szkolenia Sił Zbrojnych,centrum doktryna i szkolenie siła zbrojny,False,centrum doktryna i szkolenie siła zbrojny,Military / Defense / Security
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,UMK,umka,False,umka,Other / Unclear
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Zarządu Planowania i Programowania Rozwoju Sił Zbrojnych,zarząd planowanie i programowanie rozwój siła zbrojny,False,zarząd planowanie i programowanie rozwój siła zbrojny,Military / Defense / Security
0340878a-5468-4fd8-88da-6822a72c7f12,Rady ds. Przedsiębiorczości,rada do_spraw . przedsiębiorczość,True,rada ds. przedsiębiorczość,Government / Public Administration
0340878a-5468-4fd8-88da-6822a72c7f12,Rada Ministrów,rada minister,False,rada minister,Government / Public Administration
0340878a-5468-4fd8-88da-6822a72c7f12,PARP,parpycpa,False,parpycpa,Government / Public Administration
0340878a-5468-4fd8-88da-6822a72c7f12,UEKat,uekat,False,uekat,International Organization / EU
0340878a-5468-4fd8-88da-6822a72c7f12,GEM,gem,False,gem,Company / Business
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Jawar,jawar,False,jawar,Company / Business
03433790-6ee4-49e2-8574-2fdf191c4866,Komisji Kultury Sejmu RP,komisja kultura sejm roktóry,False,komisja kultura sejm rp,Government / Public Administration
03433790-6ee4-49e2-8574-2fdf191c4866,NPRH,nod_tytułem,True,nod_tytułem,Other / Unclear
03433790-6ee4-49e2-8574-2fdf191c4866,PIW,piw,False,piw,Government / Public Administration
03433790-6ee4-49e2-8574-2fdf191c4866,Sejm,sejm,False,sejm,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Orkiestry Filharmonii Lwowskiej,orkiestra filharmonia lwowsko,False,orkiestra filharmonia lwowsko,Cultural Institution / Arts
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ministerstwa Spraw Zagranicznych,ministerstwo sprawa zagraniczny,False,ministerstwo sprawa zagraniczny,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ministerstwo Spraw Zagranicznych RP,ministerstwo sprawa zagraniczny roktóry,False,ministerstwo sprawa zagraniczny rp,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Polską Fundacją Narodową,polski fundacją narodowy,False,polski fundacją narodowy,Government / Public Administration
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,WGMS,wy,False,wy,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,WGMS National Correspondent,wy national correspondent,False,wy national correspondent,Other / Unclear
03bbc369-6d46-4c83-9039-80c70124582f,Ministerstwa Środowiska,ministerstwo środowisko,False,ministerstwo środowisko,Government / Public Administration
03bbc369-6d46-4c83-9039-80c70124582f,Ministerstwu Środowiska,ministerstwo środowisko,False,ministerstwo środowisko,Government / Public Administration
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,KoKoPol,kokopol,False,kokopol,Company / Business
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,IFP UWr,i__ymed uwr,True,i__ymed uwr,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Kompetenz- und Koordinationszentrum Polnisch,kompetenz- undyp koordinationszentrum polnisch,False,kompetenz- undyp koordinationszentrum polnisch,International Organization / EU
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Szkoły,szkoła,False,szkoła,Education (non-university)
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Zakładu Językoznawstwa Stosowanego,zakład językoznawstwo stosowany,False,zakład językoznawstwo stosowany,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Zakładu,zakład,False,zakład,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,SJPiK,sjpik,False,sjpik,NGO / Association / Foundation
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,UMG,umg,False,umg,Other / Unclear
041ae256-acbc-40f6-a067-cecfa8dd68f4,UwB,uwba,False,uwba,Other / Unclear
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM sp. z o.o.,chm sa . z ograniczona_odpowiedzialność .,True,chm s.a. z o.o.,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM z o.o.,chm z ograniczona_odpowiedzialność .,True,chm z o.o.,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM,chm,False,chm,Company / Business
042d49da-c94a-45fa-a76e-34f1b5133e53,NCBiR,ncbir,False,ncbir,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Ministerstwa Infrastruktury,ministerstwo infrastruktura,False,ministerstwo infrastruktura,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Komisji Europejskiej,komisja europejski,False,komisja europejski,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędu Żeglugi Śródlądowej,urząd żeglugi śródlądowa,False,urząd żeglugi śródlądowa,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędu,urząd,False,urząd,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Rady,rada,False,rada,Government / Public Administration
044f160a-e4a0-46e0-88c6-02cc0859ee0d,PWr,pod_zwany,True,pod_zwany,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ACCREA,accrea,False,accrea,Company / Business
04a05619-37c5-4317-a315-83e358a0ad77,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,Straż Graniczną,straż graniczną,False,straż graniczną,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,PIT-RADWAR,pit - radwar,False,pit - radwar,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,PIT,pit,False,pit,Other / Unclear
04a35915-91e4-499b-8e37-c53ce6948919,PIT-RADWAR SA,pit - radwar sa,False,pit - radwar sa,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,Marynarkę Wojenną RP,marynarkę wojenny roktóry,False,marynarkę wojenny rp,Government / Public Administration
04a35915-91e4-499b-8e37-c53ce6948919,FRONTEX,frontex,False,frontex,International Organization / EU
04a6d3cb-93f0-4535-b923-4515cb01d780,NCBiR,ncbir,False,ncbir,Government / Public Administration
04a6d3cb-93f0-4535-b923-4515cb01d780,OPMO,opmo,False,opmo,Military / Defense / Security
04a6d3cb-93f0-4535-b923-4515cb01d780,EIT RawMaterials,eit rawmaterials,False,eit rawmaterials,International Organization / EU
04a6d3cb-93f0-4535-b923-4515cb01d780,ELTRAF,eltraf,False,eltraf,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,AMEplus,ameplus,False,ameplus,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,AEiE,ae,False,ae,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,BfS,biedzien,False,biedzien,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,RSW,rok,False,rok,Media / Publishing
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Urząd Federalny Ochrony Radiologicznej,urząd federalny ochrona radiologiczna,False,urząd federalny ochrona radiologiczna,Government / Public Administration
04f6836e-0f80-48d3-b64d-37bd4949ffa3,CLOR,clor,False,clor,Other / Unclear
0503a6aa-3b50-4e51-b5cf-1d6dc84b766f,IHS UŁ,i_tym_podobne ułołt,True,i_tym_podobne ułołt,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,MIP-u,mip,False,mip,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,Migrant Info Point,migrant info point,False,migrant info point,NGO / Association / Foundation
05348605-ac86-4f33-b7c2-c2a1c32217de,Teatr Emigrant,teatr emigrant,False,teatr emigrant,Cultural Institution / Arts
05348605-ac86-4f33-b7c2-c2a1c32217de,MIP,mipist,False,mipist,Other / Unclear
05412fa3-afb4-4791-b227-cb8dcc762465,PWSFTviT,pwsftvit,False,pwsftvit,Media / Publishing
05412fa3-afb4-4791-b227-cb8dcc762465,Filmoteka Narodowa,filmoteka narodowy,False,filmoteka narodowy,Government / Public Administration
054916cc-5ec3-482c-8bde-0b61ccbac164,APS,ap_,True,ap_,Other / Unclear
0578fef8-5270-4ddb-b2bc-55df038dc5f7,KGHM-ZANAM,kghm - zanam,False,kghm - zanam,Company / Business
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Instytucie KOMAG,instytut komag,False,instytut komag,Other / Unclear
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Polskiego Towarzystwa Stwardnienia Rozsianego,polski towarzystwo stwardnienie rozsiany,False,polski towarzystwo stwardnienie rozsiany,NGO / Association / Foundation
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Instytucie Niskich Temperatur,instytut niski temperatura,False,instytut niski temperatura,Other / Unclear
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,NFZ,na_tymcpabep,True,na_tymcpabep,Government / Public Administration
059593c3-b070-4dd9-9194-77689798c21d,GL Optic,garpóp optic,False,garpóp optic,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Gamescom,gamescom,False,gamescom,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Fundacji Indie Games Polska,fundacja indie games polski,False,fundacja indie games polski,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,MSZ,mięty,False,mięty,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,MKiDN,mkidno,False,mkidno,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Creative Desk Europe,creative desk europe,False,creative desk europe,International Organization / EU
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Fund. Indie Games Polska,fund . indie games polski,False,fund . indie games polski,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Deloitte,deloitte,False,deloitte,Company / Business
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Game Developers Conference,game developers conference,False,game developers conference,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,PARP,parpycpa,False,parpycpa,Government / Public Administration
05de10ff-f49a-4ae9-a488-855f9273d25c,Kościoła,kościół,False,kościół,Religious Organization
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Maryja,radio maryja,False,radio maryja,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Polskie Radio Dwójka,polski radio dwójka,False,polski radio dwójka,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Kraków,radio krak,False,radio krak,Media / Publishing
05f8fd27-d54b-4106-bba7-767c54eda508,EFSA,efsa,False,efsa,International Organization / EU
05f8fd27-d54b-4106-bba7-767c54eda508,Urzędem,urząd,False,urząd,Government / Public Administration
05f8fd27-d54b-4106-bba7-767c54eda508,IBPRS,ibprs,False,ibprs,Other / Unclear
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Juchowo Farm,juchowo farm,False,juchowo farm,Company / Business
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Ministerstwo Rolnictwa,ministerstwo rolnictwo,False,ministerstwo rolnictwo,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Ministerstwa,ministerstwo,False,ministerstwo,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,WPR,wartspyp,False,wartspyp,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,WIŚiIM,wisiim,False,wisiim,Other / Unclear
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,Główny Inspektorat Ochrony Środowiska,główny inspektorat ochrona środowisko,False,główny inspektorat ochrona środowisko,Government / Public Administration
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,PIB,pib,False,pib,Government / Public Administration
060e8bd4-6836-4d44-9c0d-cd0a5f74b8d7,GIOŚ,gioś,False,gioś,Government / Public Administration
060ee746-fc27-4dac-84dd-0e4205a18009,WZ UŁ,wz ułołt,False,wz ułołt,Other / Unclear
06797c1d-c9ea-4ff5-80a9-7916ed32107f,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
06823a0d-1aeb-4ff4-80e7-8bb8279a457b,NFZ,na_tymcpabep,True,na_tymcpabep,Government / Public Administration
069c30f7-4963-4892-8ea0-a374da527dda,PWSFTviT,pwsftvit,False,pwsftvit,Media / Publishing
069c30f7-4963-4892-8ea0-a374da527dda,Szkoły Filmowej w Łodzi,szkoła filmowy w łódź,False,szkoła filmowy w łódź,Education (non-university)
06b48b5b-6905-4941-a012-5963d73c7bb7,RESQL,resql,False,resql,Company / Business
06e4cdef-1817-478a-b300-50c4c3e00b45,NFZ,na_tymcpabep,True,na_tymcpabep,Government / Public Administration
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Starostwem Powiatowym w Przysusze,starostwo powiatowym w przysusze,False,starostwo powiatowym w przysusze,Government / Public Administration
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Fundacją Adullam,fundacją adullam,False,fundacją adullam,NGO / Association / Foundation
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Urzędem Miasta Częstochowa,urząd miasto częstochowa,False,urząd miasto częstochowa,Government / Public Administration
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,TBS ZGM Częstochowa,to_ym_podobne zięmygstam częstochowa,True,to_ym_podobne zięmygstam częstochowa,Government / Public Administration
06ecbbeb-a9a6-405f-94b3-a6fb0c9f7bc6,Urzędem Miasta Sulejówek,urząd miasto sulejówek,False,urząd miasto sulejówek,Government / Public Administration
0702403b-2bd4-4c6f-a86c-b382a88100e4,Urząd Miasta,urząd miasto,False,urząd miasto,Government / Public Administration
07057f07-89f3-442c-9c1a-c0b8758b516e,Komisję Europejską,komisja europejską,False,komisja europejską,Government / Public Administration
07057f07-89f3-442c-9c1a-c0b8758b516e,Agencją REA,agencją rea,False,agencją rea,Government / Public Administration
074dbb57-9820-44b5-9c41-79ce7080f05e,Urząd Miasta Zielona Góra,urząd miasto zielony góra,False,urząd miasto zielony góra,Government / Public Administration
074dbb57-9820-44b5-9c41-79ce7080f05e,Radio Zachód S.A.,radio zachód s.a .,False,radio zachód s.a.,Media / Publishing
074dbb57-9820-44b5-9c41-79ce7080f05e,Urząd Marszałkowski Województwa Lubuskiego,urząd marszałkowski województwo lubuski,False,urząd marszałkowski województwo lubuski,Government / Public Administration
074dbb57-9820-44b5-9c41-79ce7080f05e,Grupa Neuca,grupa neuca,False,grupa neuca,Company / Business
07574562-5d88-4aa3-8db3-705f01b8d3fb,Stowarzyszenia Autorów ZAiKS,stowarzyszenie autor zaiks,False,stowarzyszenie autor zaiks,NGO / Association / Foundation
07574562-5d88-4aa3-8db3-705f01b8d3fb,British Shakespeare Association,british shakespeare association,False,british shakespeare association,NGO / Association / Foundation
07574562-5d88-4aa3-8db3-705f01b8d3fb,Wydawnictw UW,wydawnictwo uw,False,wydawnictwo uw,Media / Publishing
07574562-5d88-4aa3-8db3-705f01b8d3fb,ESRA,esra,False,esra,International Organization / EU
07574562-5d88-4aa3-8db3-705f01b8d3fb,Stowarzyszenia Tłumaczy Literatury,stowarzyszenie tłumaczyć literatura,False,stowarzyszenie tłumaczyć literatura,NGO / Association / Foundation
076e4e60-d5cd-469b-8aca-2f56ae6c6563,DUX,dux,False,dux,Company / Business
076e4e60-d5cd-469b-8aca-2f56ae6c6563,NAXOS of America,naxos of america,False,naxos of america,Media / Publishing
076e4e60-d5cd-469b-8aca-2f56ae6c6563,Polskiego Radia,polski radio,False,polski radio,Media / Publishing
079cb2c5-85e8-48b6-a823-bb99e1ca925c,AQUA PARTNER,aqua partner,False,aqua partner,Company / Business
079cb2c5-85e8-48b6-a823-bb99e1ca925c,Polska Fundacja Technologii Bezwykopowych,polski fundacja technologia bezwykopowy,False,polski fundacja technologia bezwykopowy,NGO / Association / Foundation
079cb2c5-85e8-48b6-a823-bb99e1ca925c,SANIMET,sanimet,False,sanimet,Company / Business
07daa4b8-507c-4044-8829-2bb70944ca3a,WIZ,wiza,False,wiza,Other / Unclear
07daa4b8-507c-4044-8829-2bb70944ca3a,Wielkopolskiej Sieci Edukacyjno-Gospodarczej,wielkopolska sieć edukacyjno - gospodarczy,False,wielkopolska sieć edukacyjno - gospodarczy,Education (non-university)
07daa4b8-507c-4044-8829-2bb70944ca3a,WIZ PP,wiza pa,False,wiza pa,Other / Unclear
08112f06-12f6-4bc1-92df-00f29b4fadde,WIM,wim,False,wim,Military / Defense / Security
