ICS_ID,ORG_Entity
01fb40a7-674a-44a7-8e0d-06324491ff6c,Sieci Szkół Promujących Zdrowie
021216ce-bda7-4662-8399-c777c57d2779,NGO
021216ce-bda7-4662-8399-c777c57d2779,Muzeum Etnograficznym w Toruniu
021216ce-bda7-4662-8399-c777c57d2779,Galeria im. Sleńdzińskich w Białymstoku
021216ce-bda7-4662-8399-c777c57d2779,Fido Film
021216ce-bda7-4662-8399-c777c57d2779,Fundacja Centrum Architektury
021216ce-bda7-4662-8399-c777c57d2779,ISPAN
021216ce-bda7-4662-8399-c777c57d2779,NGO
02296ce6-c6f7-48cf-9179-68a865c9db2d,Ars Polony
02296ce6-c6f7-48cf-9179-68a865c9db2d,Międzynarodowego Stowarzyszenia Studiów Polonistycznych
02296ce6-c6f7-48cf-9179-68a865c9db2d,Geopolonistyki
02296ce6-c6f7-48cf-9179-68a865c9db2d,Geopolonistyką
02296ce6-c6f7-48cf-9179-68a865c9db2d,„Biuletyn”
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,IPM
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Grupy Producentów Rolnych Brzost - Eko Sp. z. o.o.
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Grupę Producentów Rolnych Brzost - Eko Sp.
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Instytutu Ogrodnictwa
02b3f0f1-1f26-416a-bf34-b23da0637c74,Dbam
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Legionów
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Małopolski Instytut Kultury
02c005d3-2291-4cea-bfd5-f5cf9e555d98,MIK
02c005d3-2291-4cea-bfd5-f5cf9e555d98,MIK
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Archiwum Kraju Związkowego Salzburg
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Ambasada RP w Wiedniu
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Oberpinzgau
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Mitterstill
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Sejmu Krajowego Salzburga
02ccc353-72f3-4e48-b9a1-a7688835d32b,NGO
02ccc353-72f3-4e48-b9a1-a7688835d32b,Zespołu Pedagogiki Me-dialnej KNP PAN
02ccc353-72f3-4e48-b9a1-a7688835d32b,Ogólnopolska Sieć Edukacyjna
02ccc353-72f3-4e48-b9a1-a7688835d32b,Pädagogische Hochschule FHNW
02ccc353-72f3-4e48-b9a1-a7688835d32b,Brugg
02ccc353-72f3-4e48-b9a1-a7688835d32b,TIK
02ccc353-72f3-4e48-b9a1-a7688835d32b,DCU
02f2ca13-8d0f-4377-ab06-37c37f048f15,KBK
02f2ca13-8d0f-4377-ab06-37c37f048f15,KBK
02f2ca13-8d0f-4377-ab06-37c37f048f15,MDK
030911a4-6da1-418c-9abd-875109a804e4,Państwowego Uniwersytetu w Żytomierzu
030911a4-6da1-418c-9abd-875109a804e4,Akademię Ignatianum w Krakowie
030911a4-6da1-418c-9abd-875109a804e4,Krakowski Instytut Rozwoju Edukacji
031a90be-0625-4492-816c-919e468ba232,wydziale Zarządzania
031a90be-0625-4492-816c-919e468ba232,GWSH
031c7df7-f84a-4322-bccf-eb23191e5d13,Scientific
031c7df7-f84a-4322-bccf-eb23191e5d13,Practical Museum
031c7df7-f84a-4322-bccf-eb23191e5d13,Laboratory
031c7df7-f84a-4322-bccf-eb23191e5d13,Samarkand
031c7df7-f84a-4322-bccf-eb23191e5d13,Samarkand
031c7df7-f84a-4322-bccf-eb23191e5d13,Samarkand
031c7df7-f84a-4322-bccf-eb23191e5d13,“Azret Sultan” State Historical and Cultural Reserve-Museum
031c7df7-f84a-4322-bccf-eb23191e5d13,Turkestan
031c7df7-f84a-4322-bccf-eb23191e5d13,Archeological Museum
031c7df7-f84a-4322-bccf-eb23191e5d13,Khoja Akhmet Yassawi International Kazakh
031c7df7-f84a-4322-bccf-eb23191e5d13,Turkish University
031c7df7-f84a-4322-bccf-eb23191e5d13,Turkestan
031c7df7-f84a-4322-bccf-eb23191e5d13,Bishkek
031c7df7-f84a-4322-bccf-eb23191e5d13,Tashkent
031c7df7-f84a-4322-bccf-eb23191e5d13,„Preservation of Tangible and Intangible Cultural Heritage
031c7df7-f84a-4322-bccf-eb23191e5d13,Cultural Heritage Week
031c7df7-f84a-4322-bccf-eb23191e5d13,„Nowy Uzbekistan
031c7df7-f84a-4322-bccf-eb23191e5d13,„Samarkand State University
031c7df7-f84a-4322-bccf-eb23191e5d13,Successor of Ulugbek Madrasa Oliya”
031c7df7-f84a-4322-bccf-eb23191e5d13,Taszkient
031c7df7-f84a-4322-bccf-eb23191e5d13,ICT
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Europejskie Towarzystwo Żywienia Pozajelitowego i Dojelitowego
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Europejskiego
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,P5 Sztabu Generalnego WP
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Starego Urządzenia Polskiego
0340878a-5468-4fd8-88da-6822a72c7f12,Strategia Odpowiedzialnego Rozwoju
0340878a-5468-4fd8-88da-6822a72c7f12,Europejskiej Tablicy Wyników Innowacji European Innovation Scoreboard
0340878a-5468-4fd8-88da-6822a72c7f12,UEKat Polska
0340878a-5468-4fd8-88da-6822a72c7f12,SME Performance Review
0340878a-5468-4fd8-88da-6822a72c7f12,Światową Organizację Pracy
0340878a-5468-4fd8-88da-6822a72c7f12,Polski
0340878a-5468-4fd8-88da-6822a72c7f12,Uniwersytecie Ekonomicznym w Katowicach
0340878a-5468-4fd8-88da-6822a72c7f12,Globalnego Monitora Przedsiębiorczości
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Jawar Nord Plus
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Pipe Experten AS
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Europejska Federacja Mistrzów Kominiarskich
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,EFMK
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Federacja
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,EFMK
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Centralnej Ewidencji Emisyjności Budynków
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Polski Alarm Smogowy
03433790-6ee4-49e2-8574-2fdf191c4866,BPS
03433790-6ee4-49e2-8574-2fdf191c4866,BPPO
03433790-6ee4-49e2-8574-2fdf191c4866,BPS
03433790-6ee4-49e2-8574-2fdf191c4866,Polskiego PEN CLUBU
03433790-6ee4-49e2-8574-2fdf191c4866,BPS
03433790-6ee4-49e2-8574-2fdf191c4866,BPPO
03433790-6ee4-49e2-8574-2fdf191c4866,Wirtualnego Muzeum Europejskiego Romantyzmu
03433790-6ee4-49e2-8574-2fdf191c4866,PEN CLUBIE
03433790-6ee4-49e2-8574-2fdf191c4866,Instytucie Teatralnym
03433790-6ee4-49e2-8574-2fdf191c4866,Teatr Ateneum
03433790-6ee4-49e2-8574-2fdf191c4866,NBR
03433790-6ee4-49e2-8574-2fdf191c4866,Electric Summer Scholl
0371053d-7d6a-4a58-ac83-0327f07a7d7f,„Polska”
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Akademii Sztuki w Szczecinie
0371053d-7d6a-4a58-ac83-0327f07a7d7f,SMP2a
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ueckermünde
037866ed-21b4-458f-b658-01cd38331324,Oddział Polskiego Towarzystwa Historycznego w Krakowie
037866ed-21b4-458f-b658-01cd38331324,Wydział Historyczny Uniwersytetu Jagiellońskiego
037866ed-21b4-458f-b658-01cd38331324,Wydawnictwa „Libra”
037866ed-21b4-458f-b658-01cd38331324,II Rzeczypospolitej
037866ed-21b4-458f-b658-01cd38331324,II Rzeczypospolitej
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Svalbardu
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,United Nations Framework Convention
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Climate Change
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,UNFCCC
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Gądka
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Norwegian Environment Agency
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,CSP UŚ
03bbc369-6d46-4c83-9039-80c70124582f,Głównym Konserwatorem Przyrody
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Uniwersytetem Alberta Ludwika we Fryburgu Bryzgowijskim
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Szkołę
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Stowarzyszeniem Edukacji Krytycznej
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Studiów Podyplomowych Nauczania Języka Polskiego
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,JPJO
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,JPJO
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,MBK
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,MBK
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Uniwersytetem Morskim w Gdyni
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,PO Polska Wschodnia
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Przedsiębiorcza Polska Wschodnia
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,unijnych
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Ochrony Wód i Gospodarki Odpadami
041ae256-acbc-40f6-a067-cecfa8dd68f4,Dziale Technologicznym
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM”
041ae256-acbc-40f6-a067-cecfa8dd68f4,TÜV Rheinland
041ae256-acbc-40f6-a067-cecfa8dd68f4,Centrum Badawczo-Rozwojowe
042d49da-c94a-45fa-a76e-34f1b5133e53,Dyrektywa Parlamentu Europejskiego
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,Akademia Morska w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,Akademia Morska w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,Projekt Funkcjonalno-Użytkowy
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,Centrum RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,NtS
042d49da-c94a-45fa-a76e-34f1b5133e53,Urząd Żeglugi Śródlądowej w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,Akademii Morskiej w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,Akademii Morskiej w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,Grup Ekspertów RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,Wydziału Nawigacyjnego
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędy Żeglugi Śródlądowej
042d49da-c94a-45fa-a76e-34f1b5133e53,Urząd Żeglugi Śródlądowej w Szczecinie
042d49da-c94a-45fa-a76e-34f1b5133e53,Centrum RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS
042d49da-c94a-45fa-a76e-34f1b5133e53,europejskiej
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,Państwo Polskie
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,III RP
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespołu naukowego PWr
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EXXOMOVE
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespołu PWr
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Flash Robotics
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EMYS
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Herriot-Watt University
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Edinburgh
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Alyx
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EMYS
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ParCEIRO
044f160a-e4a0-46e0-88c6-02cc0859ee0d,SoCoRo
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Watt University
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Universidade de Lisboa
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”
04a05619-37c5-4317-a315-83e358a0ad77,WCT
04a05619-37c5-4317-a315-83e358a0ad77,Nexus AG
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,Nexus AG
04a05619-37c5-4317-a315-83e358a0ad77,Polskiego Stowarzyszenia HL7
04a05619-37c5-4317-a315-83e358a0ad77,Nexus Polska
04a05619-37c5-4317-a315-83e358a0ad77,Polskiej Izbie Informatyki Medycznej
04a05619-37c5-4317-a315-83e358a0ad77,HL7 Polska
04a05619-37c5-4317-a315-83e358a0ad77,HL7 International
04a05619-37c5-4317-a315-83e358a0ad77,Nexus
04a05619-37c5-4317-a315-83e358a0ad77,Collegium Medicum Uniwersytetu Jagiellońskiego
04a05619-37c5-4317-a315-83e358a0ad77,Uniwersytecie Medycznym w Poznaniu
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap"""
04a05619-37c5-4317-a315-83e358a0ad77,Wydziale Informatyki i Telekomunikacji Politechniki Poznańskiej
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”
04a35915-91e4-499b-8e37-c53ce6948919,RADWAR SA
04a35915-91e4-499b-8e37-c53ce6948919,PZA Loara
04a35915-91e4-499b-8e37-c53ce6948919,ZDPSR Soła
04a35915-91e4-499b-8e37-c53ce6948919,PET-PCL
04a35915-91e4-499b-8e37-c53ce6948919,Member at Large
04a35915-91e4-499b-8e37-c53ce6948919,NATO STO
04a35915-91e4-499b-8e37-c53ce6948919,NATO Lecture Series
04a35915-91e4-499b-8e37-c53ce6948919,XY-SENSING sp. z o.o.
04a35915-91e4-499b-8e37-c53ce6948919,Wojsko Polskie
04a6d3cb-93f0-4535-b923-4515cb01d780,SYSMEL
04a6d3cb-93f0-4535-b923-4515cb01d780,WoS
04a6d3cb-93f0-4535-b923-4515cb01d780,SCOPUS
04a6d3cb-93f0-4535-b923-4515cb01d780,GlobeCore
04a6d3cb-93f0-4535-b923-4515cb01d780,FLSmidth
04a6d3cb-93f0-4535-b923-4515cb01d780,Selfrag
04a6d3cb-93f0-4535-b923-4515cb01d780,TUBAF Freiberg
04a6d3cb-93f0-4535-b923-4515cb01d780,University of Exeter
04a6d3cb-93f0-4535-b923-4515cb01d780,Uniwersytetu Europejskiego
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie Witolda Wielkiego w Kownie
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Hradec Kralowe
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Nikozji
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytetu Humanistyczno-Przyrodniczego im. Jana Długosza
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytet im. J. Długosza
04e099a7-5c21-4129-a623-091886cc113d,Politechnika Częstochowska
04e099a7-5c21-4129-a623-091886cc113d,Wyższe Seminarium Duchowne Archidiecezji Częstochowskiej
04e099a7-5c21-4129-a623-091886cc113d,Wyższy Instytut Teologiczny
04e099a7-5c21-4129-a623-091886cc113d,Wydział Artystyczny UŚ
04e099a7-5c21-4129-a623-091886cc113d,Katedry Muzyki UJD
04e099a7-5c21-4129-a623-091886cc113d,Katedra Muzyki
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Radonowe Stanowisko Wzorcowe
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Instytut Badawczy
04f6836e-0f80-48d3-b64d-37bd4949ffa3,5 Instytutów Badawczych
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Radonowe Stanowisko Wzorcowe
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Generalnego Dyrektora Ochrony Środowiska
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Głównego Inspektora Ochrony Środowiska
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Stowarzyszeniu Nowoczesne Budynki
05348605-ac86-4f33-b7c2-c2a1c32217de,Urzędu Miasta Monachium
05348605-ac86-4f33-b7c2-c2a1c32217de,Amiga Info Point
05348605-ac86-4f33-b7c2-c2a1c32217de,Monachium
05348605-ac86-4f33-b7c2-c2a1c32217de,Oxfam International
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Short Films
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum Filmowym
05412fa3-afb4-4791-b227-cb8dcc762465,Szkoły Filmowej
05412fa3-afb4-4791-b227-cb8dcc762465,Reusing
05412fa3-afb4-4791-b227-cb8dcc762465,Warszawa FINA
05412fa3-afb4-4791-b227-cb8dcc762465,Muzeum Sztuki Nowoczesnej w Warszawie
05412fa3-afb4-4791-b227-cb8dcc762465,PWFSTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Muzeum Sztuki Nowoczesnej w Warszawie
05412fa3-afb4-4791-b227-cb8dcc762465,Westminister Univeristy
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Europejskie Stowarzyszenie Szkół Filmowych GEECT
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Biblioteki Scenariuszy
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Polskie Towarzystwo Badań nad Filmem i Mediami
05412fa3-afb4-4791-b227-cb8dcc762465,Filmpolski.pl
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT
054916cc-5ec3-482c-8bde-0b61ccbac164,APS-
